Fechado / Dating,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08
Fecha (mes) / Date (month),Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index
1984.03,7.6429,8.0184,8.1337,8.011,8.1554,8.4151,8.3114,8.4355,8.3236,8.3168,8.1904,8.1861,8.1869,8.0737,7.9408,7.9128,7.7989,7.8733,8.163,8.2143,8.2201,7.9598,8.0209,7.993,8.1573,8.1105,8.1645,8.086,7.9728,7.9084,7.80429774,7.81028111,7.96855134,8.4051,8.4326,8.4502,8.7532,8.79112945,8.76451155,8.89398924,8.85374737,8.88725523,8.87290368,8.87156115,8.23742947,8.1334192,8.18357319,8.19688635,8.22818664,8.2795772,8.35677008,7.93546393,8.36354196,8.29104634,8.53434736,8.46024986,8.41479989,7.68398964,7.6516136,6.55895327,6.87701972,5.79134558,5.25852084,4.9611457,4.90308486,4.86121606,4.83949954,4.6607778,4.67388742,4.73440417,4.72862698,4.79238417,4.77033389,4.64340133,4.59326648,4.5362574,4.50101932,4.5037867,4.50036886,4.52340145,4.51914228,4.48950974,4.4863237,4.47049429,4.46643686,4.46643686,4.46325722,4.4694308,4.46770373,4.46641734,4.4665438,4.46696073,4.46824212,4.445824705,4.467294,4.48926952,4.4903013,4.49172889,4.47320099,4.49697175
1984.04,5.5313,5.8788,5.9741,5.8623,6.006,6.2523,6.148,6.2424,6.1761,6.1907,6.0735,6.0759,6.0689,5.7502,5.6257,5.6485,5.5304,5.6278,5.8761,5.8902,5.9001,5.6433,5.7097,5.7226,5.8379,5.8002,5.8474,5.7988,5.7044,5.6523,5.56641392,5.57253213,5.70513236,7.0834,7.1142,7.1536,7.2822,7.28759508,7.22033137,7.29460709,7.2540922,7.28892075,7.28382305,7.26473797,6.81223674,6.8044521,6.83978412,6.82827354,6.83584126,6.8951869,6.96158537,5.9153464,6.99026079,6.65848883,6.8581493,6.79094675,6.77126426,5.65935869,5.63758881,4.98569896,4.99851614,3.38900659,2.98079465,2.65575737,2.53752464,2.75295273,2.76233183,2.68552957,2.68351197,2.6407588,2.62919808,2.53019844,2.61342216,2.82923536,2.90952947,3.01248868,3.08857422,3.082354,3.16901333,3.08016852,3.08924603,3.20059513,3.19454214,3.20468103,3.18753544,3.18753544,3.19154582,3.12988576,3.14301332,3.17385658,3.16564412,3.16373108,3.16277139,3.243457923,3.17396017,3.14744446,3.14315081,3.14160613,3.14638975,3.12402343
1984.05,4.3855,4.7685,4.8386,4.712,4.8834,5.1474,5.0125,5.1336,5.0888,5.1144,4.9901,4.9945,4.9932,4.9789,4.7512,4.9005,4.7897,4.8621,5.1739,5.1749,5.1886,4.8763,4.9788,5.0435,5.1508,5.0939,5.1625,5.1196,4.9953,4.9925,4.85756689,4.87460896,5.0239546,5.4249,5.4682,5.5057,5.7247,5.73580153,5.65823801,5.76727243,5.71997459,5.7439209,5.73961275,5.71006225,5.20398858,5.05393743,5.08838761,5.06775757,5.08531523,5.16006257,5.23395052,5.17255141,5.28412314,5.28968619,5.46256637,5.41654569,5.39713449,5.11711977,5.11169911,4.38800138,4.2166157,2.2602766,2.01164725,1.50972878,1.40019895,1.70392825,1.73011147,1.71805063,1.7099178,1.61544304,1.59615137,1.37994607,1.5191324,1.95893397,2.11275802,2.31517838,2.46461827,2.45502175,2.57965343,2.44089644,2.45664826,2.63319655,2.63155581,2.64905846,2.63084283,2.63084283,2.64026288,2.55318361,2.57356442,2.61468169,2.60178395,2.59785024,2.59827901,2.728667954,2.61406534,2.56660693,2.55911027,2.5553862,2.57430714,2.5268502
1984.06,3.54,3.8173,3.8653,3.7679,3.873,4.0555,3.9461,4.077,4.037,4.0417,3.9559,3.9513,3.9512,3.9775,3.8115,3.8983,3.8141,3.8776,4.0973,4.1366,4.1398,3.92,3.9908,4.0078,4.0853,4.0401,4.0916,4.0508,3.9801,3.9945,3.90887292,3.91285368,4.00552941,3.8562,3.8831,3.8763,4.1623,4.17375358,4.1364563,4.22472584,4.19684146,4.19907759,4.19846809,4.1847484,3.65980235,3.51297999,3.54361361,3.54732894,3.57363908,3.63296262,3.69684162,4.24278029,3.74070004,4.07205264,4.15160736,4.13935762,4.12331411,4.158078,4.16528774,3.74329604,3.62591783,2.66520485,2.83370738,3.17507316,3.02307659,3.07093316,3.04322943,3.38657961,3.36720328,3.25778415,3.25696107,3.12940466,3.16477485,3.39623676,3.42998966,3.49791702,3.5987073,3.60571469,3.59183981,3.49085634,3.48912612,3.59369784,3.56992123,3.56152058,3.58955038,3.58955038,3.60174182,3.60643445,3.5949695,3.59668604,3.59048049,3.59215305,3.59042461,3.628546381,3.57651217,3.60246909,3.59896764,3.59666568,3.58196653,3.58585511
1984.07,2.8342,3.0869,3.1357,3.0364,3.1369,3.3406,3.2193,3.3632,3.3119,3.3117,3.2163,3.2166,3.2087,2.9824,2.8551,2.9238,2.7515,2.895,3.0702,3.102,3.1071,2.9335,2.989,2.9756,3.0478,2.9952,3.0435,3.0328,2.9835,3.0303,2.95970135,2.9551278,3.03388573,3.8558,3.8714,3.8671,4.1965,4.20555116,4.20421329,4.26213172,4.23729017,4.24028239,4.23164122,4.22341567,3.53625334,3.42227508,3.45440192,3.45933439,3.48668728,3.54187811,3.61316563,3.89493038,3.68756889,4.05246359,4.10974977,4.10184569,4.07692561,4.08065374,4.07290319,3.81786763,3.50150702,3.21623435,3.73937226,4.74501705,4.77279892,4.53816806,4.47477843,4.79124146,4.80202029,4.74689206,4.74782285,4.70153058,4.70581478,4.67015718,4.64486442,4.6541052,4.68390283,4.68707587,4.65293625,4.61165967,4.61456494,4.63412838,4.61368636,4.63320701,4.64649299,4.64649299,4.64463036,4.66379048,4.65192159,4.65096242,4.65017974,4.65352958,4.64744436,4.629206398,4.6394165,4.63758533,4.63722677,4.63864818,4.64812477,4.64616009
1984.08,2.4551,2.738,2.8397,2.7223,2.8499,3.1052,2.9551,3.1147,3.0594,3.0738,2.9512,2.9624,2.9508,2.7249,2.5616,2.6818,2.4221,2.634,2.8655,2.8751,2.8925,2.6822,2.763,2.7732,2.8741,2.8032,2.8658,2.8668,2.7885,2.8601,2.7461685,2.74802797,2.86240791,3.1327,3.1394,3.1427,3.6844,3.70865906,3.74337799,3.7574531,3.73146852,3.72154405,3.71678672,3.72133353,2.57928294,2.51352764,2.55189501,2.55987322,2.57341962,2.64017122,2.73552673,3.85108406,2.89573026,3.66049995,3.68739798,3.6818714,3.66399365,3.97745755,3.96136307,4.01376495,3.70070191,4.5715769,5.10263697,6.34612048,6.47464344,6.1881967,6.12783093,6.43754015,6.46834139,6.45954139,6.46941265,6.53712189,6.49464959,6.15937761,6.10094423,6.01458074,5.95619746,5.9549385,5.8632737,5.90752754,5.91137738,5.82294369,5.80905942,5.86230629,5.86851215,5.86851215,5.85160864,5.9017807,5.8867145,5.86418861,5.87096581,5.876996,5.86736627,5.794653167,5.86447684,5.87500883,5.87772188,5.88361815,5.88657897,5.91050588
1984.09,2.7178,2.9183,3.004,2.9199,3.0071,3.1833,3.0614,3.1384,3.1209,3.1318,3.0596,3.0696,3.046,2.8288,2.7098,2.7847,2.589,2.7575,2.9084,2.9214,2.9344,2.7773,2.84,2.8543,2.9013,2.8548,2.895,2.9026,2.8558,2.8888,2.82474203,2.8232718,2.89211252,2.9568,2.9643,2.9533,3.4025,3.41419491,3.41659679,3.40375155,3.38487688,3.36512089,3.37339961,3.36587537,2.48147411,2.39207235,2.42064593,2.43132267,2.44530993,2.50469381,2.58642421,3.67820835,2.71461287,3.621081,3.61433346,3.61934144,3.61516829,3.80085162,3.80897612,3.98255835,3.86520583,4.50913457,4.86215688,4.87875136,4.90321037,4.88324067,4.89374876,4.86736293,4.89368414,5.02210944,5.0169057,5.07113895,5.07452973,4.94601724,4.9532856,4.96735814,4.87456187,4.85813744,4.88999843,4.98950667,5.00122144,4.91821019,4.94058146,4.9748678,4.92323646,4.92323646,4.90231742,4.85557983,4.87960416,4.89259485,4.89847902,4.89492213,4.89740494,4.889239345,4.9165694,4.74862983,4.75065943,4.75532882,4.88694766,4.76153198
1984.1,2.2566,2.4597,2.5021,2.4132,2.4997,2.6871,2.5469,2.6193,2.6046,2.6108,2.5454,2.5576,2.5218,2.2811,2.1656,2.2375,1.9988,2.2095,2.3373,2.3628,2.3756,2.245,2.3064,2.2996,2.3374,2.2747,2.3161,2.3454,2.3138,2.3658,2.31683655,2.31100738,2.3701844,2.8943,2.9069,2.8869,3.4586,3.48255531,3.49622303,3.52028203,3.49880838,3.4741502,3.47745908,3.4732176,2.44337319,2.31564229,2.35295251,2.36615481,2.40370769,2.4656823,2.56233679,3.60786683,2.69137303,3.81418373,3.8090859,3.82253542,3.80411777,4.20130634,4.21447571,4.15128528,4.09042599,5.17883814,5.36900242,4.17116977,4.07338152,4.41592631,4.51453955,4.34076691,4.33061037,4.46541499,4.46268429,4.50740901,4.47531929,4.44477205,4.474696,4.51661713,4.41487746,4.40320106,4.38342665,4.5347644,4.52232105,4.41837128,4.45390796,4.43942518,4.41483999,4.41483999,4.40616312,4.38339867,4.39832049,4.38933951,4.39701417,4.39043894,4.40623183,4.401482272,4.42005054,4.31498232,4.31663237,4.31892164,4.4043754,4.31659538
1984.11,1.9381,2.151,2.2071,2.1111,2.2049,2.4137,2.2568,2.3313,2.2979,2.3012,2.2266,2.2427,2.2037,1.7589,1.6364,1.7166,1.4116,1.6804,1.8098,1.8356,1.852,1.7085,1.7705,1.7519,1.8092,1.7456,1.7879,1.8265,1.7923,1.8609,1.80500149,1.79531057,1.86494222,2.1741,2.1686,2.1352,2.8509,2.88444364,2.93862982,2.94515243,2.92809508,2.89495835,2.90020104,2.91466908,1.56877927,1.51847304,1.56329117,1.58793688,1.6205954,1.68353618,1.79319909,2.97805801,1.97549298,3.34292842,3.32296959,3.33801619,3.31890576,3.69154684,3.69119085,3.81195291,3.61104071,4.90218157,5.01888321,3.91716962,3.77794294,4.0143578,4.11525256,3.93393366,3.91842924,4.04777472,4.05997265,4.09215844,4.01795999,4.05379519,4.05596795,4.09578631,4.06367221,4.04780605,3.9921831,4.09832901,4.07481666,3.99912987,4.02867858,3.98879889,4.00404876,4.00404876,4.01105232,4.02487792,4.02596586,3.99480187,3.99479379,3.9879297,4.0014391,3.991329446,4.0093076,4.00116674,4.00217662,4.00339468,4.01675286,3.99914246
1984.12,1.0549,1.0408,1.0841,1.0442,1.0164,1.0646,0.9554,0.9349,0.9561,0.9487,0.9655,0.9774,0.9065,0.9751,1.0114,0.9161,0.6207,0.8963,0.8226,0.8354,0.846,0.918,0.9274,0.8889,0.8475,0.8235,0.8131,0.8416,0.8961,0.8686,0.91489871,0.89090098,0.85032016,1.1909,1.1646,1.1119,1.4703,1.45863961,1.47651705,1.39855139,1.40401089,1.36303184,1.39862616,1.35462739,0.47427696,0.62909198,0.65482397,0.68743366,0.65957484,0.71148752,0.77793287,0.98365716,0.92014248,1.85554472,1.78012666,1.79235653,1.82327184,1.66243686,1.68188809,2.44702133,2.43918522,3.09375839,3.32942824,3.73167099,3.73910454,3.69593661,3.69270485,3.68320148,3.67798924,3.76815543,3.79756142,3.78763206,3.72664289,3.78804738,3.74929517,3.72513559,3.7462006,3.74503884,3.70456685,3.66978794,3.67432453,3.69904145,3.70052159,3.66243721,3.70599705,3.70599705,3.71981546,3.76543774,3.76321645,3.71190657,3.70484601,3.70254097,3.70229527,3.701439869,3.68593765,3.87168638,3.87055674,3.86969881,3.70572033,3.86876209
1985.01,1.1004,1.0371,1.0447,1.0116,0.958,0.9826,0.8656,0.8084,0.847,0.8363,0.8788,0.8922,0.8034,1.3949,1.4768,1.3186,1.008,1.2994,1.1856,1.2024,1.2118,1.3419,1.3414,1.2846,1.2321,1.2041,1.1836,1.2097,1.2831,1.227,1.29887117,1.27062481,1.2112705,1.1383,1.1116,1.0473,1.4590,1.45018906,1.4645664,1.39108762,1.39798885,1.34818211,1.39113437,1.33788663,0.40146574,0.55708605,0.58733446,0.62515569,0.59779392,0.65067394,0.72118739,1.19625783,0.86732646,1.91091092,1.83346551,1.84587595,1.8882712,1.83590833,1.86664944,2.60962996,2.64677446,2.96296406,3.1779155,3.97323075,4.11133076,3.85187005,3.76004547,3.80139696,3.82865242,3.88120399,3.89276986,3.88497408,3.87101012,3.86942086,3.81253088,3.74276022,3.77290046,3.77060609,3.75479759,3.6993283,3.71248105,3.74775872,3.74370627,3.73647654,3.7673211,3.7673211,3.77591242,3.81445012,3.81014458,3.78266418,3.769159,3.76737355,3.76265775,3.767210685,3.7465185,3.88288767,3.88136666,3.87954552,3.77107142,3.88094265
1985.02,0.8959,0.8046,0.8241,0.8011,0.7292,0.7303,0.6158,0.5309,0.5636,0.5434,0.6006,0.6103,0.521,1.1178,1.2491,1.0279,0.7098,1.0267,0.8453,0.8913,0.8957,1.0838,1.0625,0.9759,0.9086,0.8925,0.8577,0.886,0.9959,0.9307,1.05304483,1.01249841,0.91893284,0.7748,0.7374,0.6471,1.1022,1.09919577,1.12345638,1.06085316,1.07204723,1.01412271,1.05890091,1.00913573,0.06212092,0.21752772,0.25204155,0.30003431,0.28531162,0.33247659,0.40230112,0.99748402,0.54480302,1.69973304,1.61181235,1.63301612,1.67702511,1.52630337,1.56526962,2.42527253,2.1830474,2.38967819,2.96061154,3.5010531,3.61525941,3.38612868,3.30917117,3.37319754,3.39277835,3.43753594,3.41968235,3.38183149,3.4284577,3.52793852,3.50428573,3.51273532,3.56615876,3.55266717,3.57625071,3.55902286,3.56399153,3.59577035,3.6044954,3.61221552,3.60925278,3.60925278,3.61290153,3.60256064,3.5992433,3.61330244,3.60365957,3.59722042,3.60071259,3.629660658,3.60420865,3.56532431,3.5638929,3.56286983,3.60501902,3.55660211
1985.03,2.2585,2.2888,2.3066,2.2705,2.2688,2.3506,2.2436,2.1927,2.1943,2.1814,2.1879,2.2013,2.1354,2.4673,2.4905,2.4148,2.1704,2.3903,2.338,2.3574,2.3613,2.4211,2.4164,2.3547,2.3245,2.3019,2.291,2.3327,2.3745,2.3617,2.39418203,2.37004797,2.33730565,2.177,2.1542,2.0995,2.6631,2.66071515,2.70129024,2.66877269,2.66799409,2.62746105,2.64682573,2.73519243,1.64601842,1.71188557,1.74371423,1.78166681,1.7919734,1.82979055,1.90811992,2.49725222,2.04936828,3.05063664,3.01890957,3.02657224,3.03228066,2.9792264,2.99485645,3.55599226,3.59109798,3.55097737,3.71484446,3.75551734,3.67121858,3.69399169,3.6800341,3.79146422,3.78107678,3.61370695,3.57277065,3.50101293,3.5883943,3.66161187,3.69251892,3.74938305,3.83663631,3.8488423,3.82452251,3.8274026,3.80319172,3.80916347,3.80701191,3.79439051,3.81377126,3.81377126,3.82445003,3.80745454,3.77923013,3.81603675,3.8217216,3.8189105,3.82638421,3.846363167,3.84571057,3.7345949,3.73266282,3.73106279,3.85632505,3.72369018
1985.04,2.5938,2.7288,2.7793,2.7081,2.7629,2.9224,2.7809,2.7809,2.7688,2.7732,2.7415,2.7631,2.6993,2.905,2.836,2.8614,2.5863,2.8143,2.8955,2.8863,2.8996,2.8189,2.8546,2.8296,2.8573,2.8130,2.8284,2.8641,2.8409,2.8472,2.80209811,2.79297744,2.8349901,2.9663,2.9539,2.925,3.5464,3.5479934,3.58158348,3.51446392,3.50555906,3.46472731,3.47409811,3.55722415,2.25390119,2.33100702,2.36250912,2.38418111,2.38711786,2.43936594,2.53315332,3.32514907,2.70623082,3.63834363,3.60744599,3.60683455,3.61098509,3.80301599,3.80032772,4.12599813,4.4101521,4.21856323,4.01939874,3.77369586,3.6752487,3.99973169,4.05991505,4.04259004,4.00308844,3.77664564,3.74966343,3.6638482,3.72751188,3.79972319,3.86206008,3.92848576,4.01217736,4.03550197,4.00844235,3.995098,3.96728532,3.98204761,3.96877517,3.96651232,3.98719917,3.98719917,3.99457193,3.9831794,3.95985588,3.9868029,3.99828794,4.00033952,4.00296799,4.016414185,4.01980516,3.95577105,3.95463363,3.95390115,4.03035179,3.94955534
1985.05,2.5826,2.78,2.8397,2.7535,2.8349,3.0229,2.8711,2.883,2.8638,2.8755,2.8272,2.8469,2.793,2.8409,2.7327,2.7882,2.5121,2.747,2.8739,2.8797,2.8962,2.7832,2.8425,2.8392,2.8789,2.8253,2.8519,2.8814,2.8425,2.8521,2.79529933,2.79056265,2.85318116,3.3134,3.3151,3.2918,3.9543,3.97125609,3.98526819,3.9503793,3.93184896,3.89225038,3.89665616,3.96530812,2.6744582,2.72929955,2.76524178,2.77754426,2.79731471,2.85683346,2.95751606,3.6583478,3.11377299,4.06888565,4.06473565,4.06136075,4.06058176,3.93470844,3.94319808,4.20400151,4.48772662,4.74440076,4.46580037,4.30464825,4.27217628,4.56468799,4.6409941,4.57604662,4.52807621,4.29506826,4.30258329,4.24747177,4.25393408,4.25191881,4.2870804,4.31586854,4.38299262,4.40990269,4.38919532,4.31515298,4.30016677,4.35797758,4.32446357,4.32575204,4.34900563,4.34900563,4.35100502,4.36170332,4.35110415,4.35000513,4.35963645,4.36760009,4.36119945,4.363727326,4.35856048,4.37639964,4.37560606,4.37691446,4.36651987,4.37802653
1985.06,1.2855,1.3044,1.3607,1.3109,1.2937,1.3511,1.2346,1.2177,1.2423,1.2386,1.2527,1.2641,1.1951,1.4111,1.4182,1.3387,1.1032,1.3185,1.2695,1.2877,1.2977,1.349,1.3725,1.3512,1.3094,1.2762,1.2693,1.2849,1.3239,1.2839,1.31879398,1.3006427,1.26860823,1.3091,1.2971,1.2446,1.7000,1.71565428,1.7217466,1.69547812,1.69048056,1.64707043,1.67899459,1.62171091,0.74107422,0.80920984,0.83824292,0.86988401,0.86170771,0.90954249,0.97642746,1.76061043,1.09344676,2.18161466,2.14535276,2.1522603,2.17569484,2.14892396,2.18211949,2.65903574,2.6617816,3.57555872,3.80012058,3.97355818,3.98821917,4.00942884,4.03075475,4.07977358,4.07726604,4.06134194,4.07386436,4.06879255,4.07861031,4.09196324,4.11773308,4.1563002,4.14788197,4.1442721,4.14995851,4.05090742,4.05406382,4.15100817,4.11575145,4.12403656,4.11157348,4.11157348,4.10715422,4.10118468,4.1090781,4.11212976,4.10717007,4.11003983,4.10295858,4.12273201,4.09337082,4.10679536,4.10759378,4.10885467,4.07373281,4.10416829
1985.07,1.7201,1.7973,1.8539,1.7876,1.8014,1.9101,1.7823,1.8029,1.7981,1.794,1.7741,1.787,1.726,1.7205,1.6968,1.6485,1.4028,1.6188,1.6347,1.6536,1.6659,1.6455,1.6772,1.6479,1.655,1.6069,1.6158,1.6287,1.6342,1.6167,1.61570124,1.60042746,1.61071402,1.9928,1.98,1.9366,2.4280,2.45059156,2.47129593,2.45150399,2.44255467,2.40480007,2.42695127,2.36094832,1.34741626,1.3821571,1.41523951,1.44491003,1.43714934,1.48902745,1.56541094,2.47985068,1.69978289,2.81359718,2.79514014,2.79533588,2.80562494,2.99344827,3.00194448,3.18720463,3.34015762,4.2272005,4.37800234,4.75606738,4.86596843,4.67852484,4.64405789,4.75212194,4.77418574,4.78452278,4.79930082,4.86213494,4.84860956,4.70683021,4.67039859,4.62424716,4.56135892,4.56217079,4.58817237,4.53074432,4.5480447,4.59639851,4.56549778,4.59398651,4.56601388,4.56601388,4.55022938,4.54873891,4.55967414,4.56744904,4.56085053,4.56551713,4.56016945,4.548616171,4.54271346,4.53802146,4.53966382,4.54175585,4.53055433,4.54757448
1985.08,2.7503,2.8324,2.9171,2.8497,2.8682,2.9688,2.8526,2.8565,2.8416,2.8378,2.8171,2.8281,2.772,2.8271,2.7968,2.7427,2.5067,2.6991,2.7365,2.7431,2.7557,2.7223,2.7547,2.7363,2.7554,2.7191,2.725,2.72,2.7084,2.6607,2.64200926,2.63012441,2.65386461,2.5221,2.5084,2.4767,2.8849,2.90309398,2.9152575,2.88117053,2.87163625,2.84204144,2.86558534,2.79629752,1.87501671,1.95859533,1.98828934,2.01180051,1.99214786,2.042121,2.11164982,2.93528242,2.23933663,3.1593797,3.15935951,3.14495142,3.16258632,3.38425625,3.37728329,3.69983062,3.94263148,4.38204228,4.40959523,4.97092515,5.04771844,4.79779506,4.74117314,4.87824905,4.91018918,4.9447844,4.95413982,5.03681133,5.02362597,4.85435068,4.79943423,4.73571883,4.69125429,4.68110129,4.77676802,4.7117692,4.74704035,4.7929069,4.78856916,4.82086477,4.76872004,4.76872004,4.74872107,4.69502391,4.71513539,4.75361313,4.74398227,4.74787403,4.74058941,4.735039654,4.74261152,4.64634135,4.64794674,4.65173121,4.7160491,4.6592245
1985.09,3.5815,3.6659,3.7338,3.6618,3.6806,3.7657,3.6572,3.7,3.6776,3.6806,3.6593,3.6638,3.6156,3.489,3.479,3.3967,3.1986,3.3668,3.4104,3.4289,3.4383,3.4216,3.4551,3.4345,3.4521,3.4102,3.416,3.3993,3.3978,3.3367,3.31971165,3.30941666,3.32475239,4.0776,4.0788,4.0627,4.3161,4.31819626,4.30488556,4.28357649,4.27657211,4.25237062,4.26569262,4.25611305,3.54343739,3.65767303,3.68408796,3.67887167,3.70085557,3.71185673,3.77026602,3.69329334,3.83101751,4.28910938,4.32381201,4.29955311,4.31259923,4.17202378,4.17520256,4.27854021,4.56541055,4.98187559,4.92269132,4.76039116,4.90011457,4.89591078,4.90322054,4.65786918,4.66977927,4.85458786,4.89254297,4.97357207,4.89982019,4.80239291,4.75143465,4.69412168,4.59558463,4.58668553,4.69690415,4.7701668,4.79939759,4.75311699,4.78903357,4.81684872,4.73063244,4.73063244,4.7045035,4.63341343,4.67156837,4.69128679,4.68510624,4.68578067,4.680941,4.684847226,4.69054974,4.6146675,4.61699581,4.62175556,4.64230147,4.62925565
1985.1,5.0679,5.2552,5.333,5.2308,5.3035,5.4606,5.3317,5.4316,5.3726,5.3767,5.3085,5.3134,5.2822,5.0498,4.9649,4.9361,4.7492,4.8827,5.0322,5.0587,5.0705,4.9549,5.0107,4.9929,5.0699,5.0066,5.0374,5.0054,4.9491,4.9107,4.8332674,4.83317209,4.90669905,5.4532,5.4642,5.4555,5.8506,5.88090159,5.87484183,5.91707802,5.89710395,5.88187828,5.88048499,5.86511836,5.01413503,4.99630671,5.03719047,5.03526787,5.07959559,5.1019716,5.17901783,5.5015562,5.23459354,5.83327411,5.93644465,5.90243055,5.88737842,5.76256958,5.76201962,5.36698317,6.06537994,6.54940585,6.42200224,5.63589879,5.65220494,5.84744971,5.88856765,5.70656881,5.69920391,5.94989592,5.98737497,6.12392719,5.98218011,5.80114341,5.72991007,5.6085843,5.44074396,5.42684536,5.3925822,5.63122728,5.61526001,5.42476965,5.47481584,5.46696065,5.42468856,5.42468856,5.40515346,5.4050775,5.4080516,5.39264889,5.39675202,5.39495901,5.40508607,5.343612301,5.4092202,5.46084609,5.4656517,5.4713817,5.40675445,5.48929231
1985.11,6.0337,6.2591,6.3541,6.2502,6.3397,6.5166,6.4057,6.5017,6.422,6.426,6.3395,6.3426,6.3221,5.985,5.8957,5.86,5.695,5.8092,5.9969,6.0294,6.0408,5.8746,5.9291,5.907,6.0124,5.9561,5.9898,5.9483,5.8712,5.8192,5.73083745,5.73267919,5.83329472,6.2106,6.2198,6.2168,6.6209,6.6585303,6.6596621,6.7195503,6.69658424,6.69098736,6.68410035,6.67710289,5.80924616,5.73067773,5.7741064,5.77824693,5.81811959,5.84481472,5.92462089,6.32992931,5.97733845,6.53823643,6.67089099,6.62796135,6.59882208,6.55639489,6.54128923,5.99103396,6.95778969,7.40133353,7.06847908,6.33896436,6.20768047,6.30866541,6.31921244,6.3923437,6.38657506,6.67709351,6.71665437,6.89322264,6.70756702,6.43760862,6.33188396,6.16462001,5.99181348,5.96100165,5.7939447,6.04710192,6.00278744,5.78104801,5.82422822,5.77659958,5.80062443,5.80062443,5.79787034,5.86829625,5.83766669,5.78370976,5.78816631,5.78406817,5.79782435,5.691314134,5.79533547,5.99625718,6.00171482,6.00851629,5.83476871,6.03215438
